Report on the BioLiP file

Number of proteins without metal ligands: 24013
Ligand;Size;Num of occurrences
"U9V";11;1
"UA1";14;1
"UA2";16;1
"UAG";20;2
"UAG";21;1
"UAH";12;1
"UAJ";18;1
"UAM";2;1
"UAM";15;2
"UAP";3;3
"UAP";5;2
"UAP";8;1
"UAP";10;1
"UB7";8;1
"UB7";10;1
"UB7";14;1
"UBG";18;1
"UBH";11;1
"UBM";26;1
"UBO";4;1
"UCA";14;1
"UCC";26;1
"UD1";9;1
"UD1";10;1
"UD1";12;3
"UD1";14;1
"UD1";16;2
"UD1";17;7
"UD1";18;1
"UD1";19;3
"UD1";20;2
"UD1";21;3
"UD1";22;3
"UD1";23;3
"UD2";19;1
"UD2";21;3
"UD2";26;1
"UD4";12;1
"UDH";16;1
"UDM";18;1
"UDP";2;1
"UDP";6;1
"UDP";7;1
"UDP";8;4
"UDP";9;2
"UDP";10;8
"UDP";11;10
"UDP";12;11
"UDP";13;19
"UDP";14;13
"UDP";15;30
"UDP";16;16
"UDP";17;8
"UDP";18;11
"UDP";19;2
"UDT";10;1
"UDX";16;1
"UDX";18;1
"UDX";20;2
"UDZ";2;1
"UDZ";21;1
"UE1";18;1
"UED";12;1
"UF8";13;1
"UFE";7;1
"UFP";2;2
"UFP";12;1
"UFP";14;1
"UFQ";5;1
"UFQ";17;1
"UGA";4;1
"UGA";6;1
"UGA";7;1
"UGA";11;1
"UGA";12;1
"UGA";17;1
"UGA";19;3
"UGA";20;1
"UGA";26;1
"UGB";22;1
"UGC";2;1
"UGC";9;1
"UHB";18;1
"UIJ";14;1
"UJ5";12;1
"UJK";7;1
"UJN";14;1
"UK4";21;1
"UKL";29;1
"UKM";5;1
"UKW";4;1
"UL2";13;1
"ULP";17;1
"UM3";11;1
"UM3";12;1
"UMA";14;1
"UMA";17;1
"UMA";20;1
"UMG";13;1
"UML";27;1
"UMP";2;23
"UMP";3;3
"UMP";4;5
"UMP";5;1
"UMP";6;1
"UMP";7;1
"UMP";8;1
"UMP";9;3
"UMP";10;2
"UMP";11;4
"UMP";12;7
"UMP";13;8
"UMP";14;2
"UN1";8;1
"UN1";11;1
"UN9";5;1
"UN9";6;1
"UN9";13;1
"UNK";2;1
"UNK";3;1
"UNK";4;1
"UNU";12;1
"UO2";14;4
"UO5";20;1
"UO8";13;1
"UO8";14;1
"UO9";19;1
"UOC";2;1
"UOC";8;1
"UOE";23;1
"UOH";22;1
"UON";4;1
"UOT";5;1
"UOV";6;1
"UOV";7;1
"UOW";23;1
"UP3";18;1
"UP6";12;1
"UPA";2;1
"UPA";12;1
"UPC";12;1
"UPF";25;1
"UPG";8;1
"UPG";11;1
"UPG";14;1
"UPG";15;2
"UPG";16;3
"UPG";17;6
"UPG";18;9
"UPG";19;4
"UPG";20;5
"UPG";21;3
"UPG";22;2
"UPG";23;1
"UPG";24;1
"UPK";3;1
"UPK";5;1
"UPK";7;1
"UPP";17;1
"UPQ";3;1
"UPU";14;1
"UPW";17;1
"UQ";2;1
"UQ";3;1
"UQ";7;1
"UQ1";3;1
"UQ1";10;1
"UQ1";12;1
"UQ2";6;1
"UQ2";10;1
"UQ5";3;1
"UQ5";4;1
"UQ5";16;1
"UQ7";6;1
"UQ8";2;3
"UQ8";3;3
"UQ8";4;5
"UQ8";5;1
"UQ8";7;1
"UQ8";8;2
"UQ8";9;2
"UQ8";10;1
"UQ8";12;1
"UQ8";13;1
"UQ8";15;2
"UQ8";19;1
"UQ8";20;1
"UQ8";25;1
"UQ8";28;1
"UQ8";29;1
"UQ8";30;1
"UQ8";33;1
"UQ9";3;2
"UQ9";5;1
"UQ9";9;1
"UQ9";13;1
"UQB";3;1
"UQB";7;1
"UR5";7;1
"UR8";7;1
"URA";2;1
"URA";5;1
"URA";6;1
"URA";7;2
"URA";8;2
"URA";9;3
"URA";10;1
"URA";11;4
"URB";8;1
"URC";3;1
"URC";4;1
"URC";7;1
"URE";2;1
"URE";3;2
"URE";6;1
"URE";7;1
"URF";3;2
"URI";2;2
"URI";3;1
"URI";4;1
"URI";5;3
"URI";6;1
"URI";7;1
"URI";9;1
"URI";12;1
"URI";13;2
"URO";8;1
"URO";11;1
"URP";9;1
"URR";20;1
"URS";7;1
"URS";11;1
"USB";23;1
"USK";15;1
"USN";3;1
"USN";9;1
"USN";10;2
"UT7";22;1
"UTG";11;1
"UTP";2;1
"UTP";3;3
"UTP";4;1
"UTP";5;5
"UTP";6;1
"UTP";7;2
"UTP";8;4
"UTP";9;2
"UTP";10;4
"UTP";11;1
"UTP";12;3
"UTP";13;1
"UTP";14;2
"UTP";16;1
"UTP";17;3
"UTP";18;1
"UU3";9;1
"UUT";3;1
"UVC";6;1
"UVC";11;1
"UVW";2;1
"UVW";3;2
"UVW";4;4
"UWY";7;1
"UY7";9;1
"UZ0";4;1
"UZC";8;1
"V01";13;1
"V0D";16;1
"V0J";19;1
"V0S";16;1
"V16";11;1
"V17";16;1
"V1N";18;1
"V2A";3;1
"V2A";4;1
"V2V";3;1
"V2V";21;1
"V3L";16;1
"V4W";8;1
"V55";9;2
"V5E";14;1
"V5M";20;1
"V5S";2;1
"V6D";7;1
"V75";2;1
"V75";4;1
"V7B";8;2
"V7N";2;2
"V7N";3;2
"V7N";5;1
"V7N";6;1
"V7N";7;1
"V8Y";9;1
"V8Z";13;1
"VAA";21;1
"VAK";8;1
"VAK";14;1
"VAL";2;3
"VAL";3;1
"VAL";4;1
"VAL";5;1
"VAL";6;2
"VAL";7;2
"VAL";8;2
"VAL";10;1
"VAL";11;1
"VBA";17;1
"VBN";16;1
"VC2";9;1
"VCA";3;1
"VCA";11;1
"VCA";12;1
"VCA";13;1
"VCA";18;3
"VCA";19;1
"VCG";13;1
"VCW";15;1
"VD3";13;1
"VDM";13;2
"VDM";22;1
"VDN";6;1
"VDO";15;1
"VDX";14;1
"VDX";16;1
"VDY";11;1
"VDY";12;1
"VE8";13;1
"VES";5;1
"VF1";15;1
"VF5";5;1
"VFE";5;1
"VFE";7;1
"VFE";9;1
"VFP";10;1
"VGI";8;1
"VGL";2;1
"VGL";3;1
"VGL";11;1
"VGY";5;1
"VHG";23;1
"VIB";3;1
"VIB";4;1
"VIB";7;2
"VIB";9;1
"VIB";10;1
"VIB";11;1
"VIB";12;1
"VIN";20;1
"VIR";3;1
"VIR";4;1
"VIR";9;1
"VIV";15;1
"VJ1";12;1
"VK3";2;1
"VK3";4;1
"VK3";7;1
"VK3";11;1
"VK4";18;1
"VK5";19;1
"VK8";9;1
"VK8";10;1
"VK8";13;1
"VKC";6;1
"VKN";12;1
"VL5";15;1
"VLV";16;1
"VMX";21;1
"VN3";9;1
"VN4";4;1
"VN4";6;2
"VN4";7;1
"VN4";8;2
"VN4";9;1
"VNL";7;1
"VNL";8;1
"VNL";10;2
"VNL";16;1
"VNP";8;1
"VNP";9;1
"VNR";27;1
"VO3";13;1
"VO4";4;1
"VO4";6;1
"VO4";7;1
"VO4";8;1
"VO4";9;2
"VO4";10;1
"VOD";13;1
"VOG";13;1
"VPA";9;1
"VPA";18;1
"VPD";18;1
"VPM";11;1
"VPP";17;1
"VPR";10;2
"VPR";12;1
"VPX";19;1
"VQ1";15;1
"VRB";17;1
"VRD";15;1
"VRJ";17;1
"VRT";16;1
"VRT";18;1
"VSE";21;1
"VT0";6;1
"VT2";12;1
"VT5";10;1
"VTB";11;1
"VTQ";15;1
"VTY";7;1
"VUJ";3;1
"VUV";15;1
"VVA";2;1
"VVA";3;1
"VVA";4;1
"VVA";7;1
"VVO";3;1
"VVO";4;2
"VWN";14;1
"VX6";14;1
"VXA";7;1
"VYP";13;1
"W11";17;1
"W1N";8;1
"W22";13;1
"W4A";14;2
"W54";2;1
"W5Y";25;1
"W6X";2;1
"W71";13;2
"W71";14;1
"W81";12;1
"W87";14;1
"W91";10;1
"W97";10;1
"WBJ";2;1
"WBJ";17;1
"WCA";7;1
"WCA";9;1
"WCA";16;1
"WCA";19;1
"WCC";9;1
"WCC";11;1
"WCC";12;1
"WCY";6;1
"WCY";8;1
"WEG";12;1
"WEV";3;1
"WEV";4;2
"WEV";5;1
"WEV";6;1
"WFJ";13;1
"WG4";3;2
"WG4";10;1
"WG4";11;1
"WG7";11;1
"WGR";27;1
"WI5";12;1
"WIH";7;1
"WIH";12;2
"WIR";9;1
"WJP";9;1
"WJS";4;1
"WJS";14;1
"WK1";15;1
"WK3";2;1
"WK3";8;1
"WKM";5;1
"WMK";10;1
"WNQ";5;2
"WO2";2;1
"WO2";3;2
"WO2";4;1
"WO2";5;1
"WO2";6;1
"WO4";3;4
"WO4";4;5
"WO4";5;4
"WO4";6;4
"WO4";7;3
"WO4";8;3
"WO4";9;1
"WO4";11;2
"WO4";12;3
"WO4";13;1
"WO9";11;1
"WPI";4;1
"WPM";7;2
"WQD";18;1
"WSA";25;1
"WSF";3;1
"WSF";6;1
"WSK";12;1
"WSS";2;4
"WSS";3;3
"WSS";4;5
"WSS";5;5
"WSS";6;3
"WTA";16;2
"WTF";7;2
"WTF";10;1
"WU4";18;1
"WW2";7;1
"WW2";8;1
"WYB";8;1
"WYV";11;1
"WZV";10;1
"X0Y";3;1
"X0Y";6;1
"X10";16;1
"X1E";9;1
"X1X";4;1
"X1X";14;1
"X24";4;1
"X24";10;1
"X28";19;1
"X2F";10;1
"X2N";15;1
"X2X";9;1
"X2X";12;1
"X3M";10;1
"X3P";3;1
"X3X";13;1
"X5Z";6;1
"X64";17;1
"X6K";12;1
"X77";16;1
"X7A";14;1
"X7L";16;1
"X7M";8;1
"X8D";10;1
"X8Z";2;1
"X8Z";4;1
"X8Z";8;1
"X90";18;1
"X9X";13;1
"XA7";2;1
"XA7";6;1
"XAG";2;1
"XAM";18;1
"XAM";22;1
"XAN";10;1
"XAN";11;3
"XAP";2;1
"XAP";6;1
"XAT";2;1
"XAT";4;1
"XAX";21;1
"XBK";17;1
"XBP";17;1
"XBT";9;1
"XBZ";11;1
"XC2";5;1
"XCC";8;1
"XCC";11;1
"XCC";12;1
"XCJ";15;1
"XCV";19;1
"XDA";12;1
"XDR";18;1
"XE";2;11
"XE";3;7
"XE";4;4
"XE";5;3
"XG4";10;1
"XG4";14;1
"XGC";18;1
"XGE";2;1
"XGE";7;1
"XGP";4;1
"XGP";8;1
"XGZ";3;1
"XGZ";12;1
"XHO";12;1
"XHP";10;1
"XI7";8;1
"XIA";14;1
"XIG";4;1
"XKG";8;1
"XKP";5;1
"XL2";8;1
"XLF";12;1
"XLN";5;1
"XLN";9;1
"XLS";8;1
"XM0";9;1
"XMM";8;3
"XMM";9;2
"XMP";9;2
"XMP";10;1
"XMP";13;1
"XMP";14;2
"XMP";17;1
"XMP";20;2
"XMP";21;1
"XMV";12;1
"XN7";10;1
"XNC";18;1
"XNM";14;1
"XOC";9;1
"XOP";3;1
"XOP";9;1
"XP2";3;1
"XP2";14;1
"XPO";7;1
"XR1";17;1
"XS4";5;1
"XS4";9;1
"XTC";13;1
"XTG";3;1
"XTG";16;1
"XTS";13;1
"XUL";7;2
"XUL";10;1
"XUL";11;1
"XUR";14;1
"XVD";5;1
"XVD";7;1
"XVE";13;1
"XVR";16;1
"XXE";10;1
"XXF";16;1
"XXM";12;1
"XXX";7;1
"XXZ";13;1
"XYA";5;1
"XYD";8;1
"XYH";17;1
"XYL";2;1
"XYL";3;1
"XYL";6;3
"XYL";7;1
"XYL";9;3
"XYL";10;2
"XYL";13;1
"XYM";2;1
"XYN";8;1
"XYP";2;17
"XYP";3;24
"XYP";4;30
"XYP";5;15
"XYP";6;19
"XYP";7;12
"XYP";8;13
"XYP";9;9
"XYP";10;10
"XYP";11;6
"XYP";12;6
"XYP";13;2
"XYS";2;17
"XYS";3;9
"XYS";4;20
"XYS";5;6
"XYS";6;3
"XYS";7;3
"XYS";8;2
"XYS";9;1
"XYS";10;4
"XYS";11;2
"XYS";12;2
"XYZ";3;1
"XZF";16;1
"XZZ";6;1
"Y01";2;24
"Y01";3;41
"Y01";4;29
"Y01";5;39
"Y01";6;38
"Y01";7;26
"Y01";8;24
"Y01";9;16
"Y01";10;8
"Y01";11;11
"Y01";12;1
"Y01";13;2
"Y01";14;1
"Y01";19;1
"Y12";17;1
"Y19";4;1
"Y19";11;1
"Y1W";5;1
"Y21";4;1
"Y21";6;1
"Y3A";10;1
"Y3I";16;1
"Y70";3;1
"Y70";6;1
"Y70";10;1
"Y7Y";14;1
"Y9Y";15;1
"YA7";16;1
"YAG";11;1
"YAS";8;1
"YB";2;1
"YB";3;5
"YBG";19;1
"YCP";9;1
"YCS";5;1
"YD4";12;1
"YDJ";7;1
"YDJ";14;1
"YE1";29;1
"YE4";9;1
"YES";3;1
"YFP";5;1
"YG1";15;1
"YGP";4;2
"YGP";13;1
"YHD";2;1
"YHM";8;1
"YHQ";13;1
"YIO";3;1
"YIO";7;1
"YIO";9;1
"YJA";19;1
"YK3";4;1
"YK8";17;1
"YLG";3;1
"YLL";10;1
"YLL";11;1
"YM2";18;1
"YMP";25;1
"YMZ";8;1
"YNJ";2;1
"YO1";12;1
"YO7";9;1
"YO7";15;1
"YOA";17;1
"YP1";9;1
"YPG";16;1
"YPG";18;1
"YQ7";10;1
"YS4";15;1
"YS7";16;1
"YSA";22;1
"YSA";23;1
"YSC";20;1
"YSW";5;1
"YT5";3;1
"YTC";17;1
"YTN";17;1
"YUI";11;1
"YUI";12;1
"YUV";3;1
"YUY";6;2
"YV1";14;1
"YVR";3;1
"YVR";4;1
"YVR";6;1
"YYJ";2;2
"YYJ";3;4
"YYJ";4;1
"YYJ";5;2
"YYJ";8;1
"YYJ";9;1
"YZ9";2;1
"YZ9";9;1
"YZT";4;1
"YZY";6;1
"YZY";7;1
"Z1B";19;1
"Z1T";7;1
"Z1T";8;1
"Z2D";2;1
"Z3V";5;1
"Z41";4;1
"Z41";16;1
"Z41";20;1
"Z4S";9;1
"Z5G";3;1
"Z5G";4;2
"Z5G";9;1
"Z6J";3;1
"Z6J";7;1
"Z77";13;1
"Z7P";7;1
"Z7P";16;1
"Z80";3;1
"Z80";5;1
"Z80";12;1
"Z8T";14;1
"Z99";11;3
"Z9A";10;1
"Z9G";12;1
"Z9H";6;1
"Z9K";3;1
"Z9L";5;1
"Z9M";3;2
"Z9M";10;1
"Z9N";5;2
"ZAH";2;1
"ZAH";6;1
"ZAH";13;1
"ZB0";2;1
"ZB1";6;3
"ZBA";13;1
"ZBA";16;1
"ZBT";9;1
"ZCQ";7;1
"ZCT";16;1
"ZCW";3;1
"ZCW";8;1
"ZCW";11;1
"ZD7";14;1
"ZDA";10;2
"ZDG";18;1
"ZDM";5;2
"ZDM";7;1
"ZDO";3;2
"ZDP";15;1
"ZDP";16;1
"ZE0";3;1
"ZE0";4;1
"ZE0";5;1
"ZEA";2;1
"ZEA";3;1
"ZEA";4;1
"ZEA";5;1
"ZEA";6;1
"ZEA";7;1
"ZEA";8;1
"ZEA";9;2
"ZEA";10;1
"ZEA";11;2
"ZEA";16;1
"ZED";12;1
"ZEP";17;1
"ZER";15;1
"ZEX";2;1
"ZEX";3;1
"ZEX";7;1
"ZEX";10;1
"ZEX";15;1
"ZEZ";2;1
"ZFB";13;1
"ZFC";2;4
"ZFC";3;3
"ZFC";4;5
"ZFC";5;1
"ZFC";6;1
"ZFY";23;1
"ZGB";10;1
"ZGL";9;2
"ZGP";10;1
"ZGS";11;1
"ZHG";3;1
"ZHG";7;1
"ZIO";21;1
"ZIP";9;1
"ZIQ";10;2
"ZIT";5;1
"ZIT";6;1
"ZIT";13;1
"ZK1";8;1
"ZK1";10;3
"ZK1";13;1
"ZL1";13;1
"ZL5";16;1
"ZLA";20;1
"ZLK";19;1
"ZM3";11;1
"ZMA";12;2
"ZMD";12;1
"ZMP";2;3
"ZMP";3;1
"ZMP";9;1
"ZMP";12;1
"ZMP";13;1
"ZMP";15;2
"ZMP";22;1
"ZMR";7;1
"ZMR";16;1
"ZNC";13;1
"ZNH";13;1
"ZOE";2;1
"ZOE";15;1
"ZOV";16;1
"ZP4";15;1
"ZPE";29;1
"ZPF";7;1
"ZPR";10;1
"ZPR";11;3
"ZQV";5;1
"ZQV";8;1
"ZQY";13;1
"ZRW";2;1
"ZRW";3;2
"ZRW";4;1
"ZS4";16;1
"ZSP";4;1
"ZSP";10;1
"ZUI";13;2
"ZW3";12;1
"ZX6";13;1
"ZYA";15;1
"ZZ1";3;1
"ZZ7";10;1
"ZZ7";11;1
"ZZI";9;1
"ZZT";3;1
"ZZT";9;1
"ZZZ";13;1
"dna";2;217
"dna";3;181
"dna";4;194
"dna";5;188
"dna";6;194
"dna";7;259
"dna";8;250
"dna";9;201
"dna";10;208
"dna";11;184
"dna";12;148
"dna";13;125
"dna";14;136
"dna";15;101
"dna";16;81
"dna";17;77
"dna";18;67
"dna";19;63
"dna";20;63
"dna";21;54
"dna";22;59
"dna";23;42
"dna";24;40
"dna";25;33
"dna";26;28
"dna";27;23
"dna";28;22
"dna";29;23
"dna";30;25
"dna";31;23
"dna";32;21
"dna";33;12
"dna";34;11
"dna";35;13
"dna";36;7
"dna";37;7
"dna";38;8
"dna";39;8
"dna";40;4
"dna";41;5
"dna";42;5
"dna";43;8
"dna";44;6
"dna";45;5
"dna";46;2
"dna";47;5
"dna";48;4
"dna";49;1
"dna";50;1
"dna";51;2
"dna";52;1
"dna";53;2
"dna";54;2
"dna";56;2
"dna";57;1
"dna";58;1
"dna";59;1
"dna";60;1
"dna";62;2
"dna";64;1
"dna";65;1
"dna";67;1
"dna";70;2
"dna";79;1
"dna";88;1
"peptide";2;246
"peptide";3;237
"peptide";4;210
"peptide";5;193
"peptide";6;187
"peptide";7;201
"peptide";8;189
"peptide";9;194
"peptide";10;202
"peptide";11;189
"peptide";12;234
"peptide";13;196
"peptide";14;173
"peptide";15;174
"peptide";16;140
"peptide";17;131
"peptide";18;94
"peptide";19;77
"peptide";20;59
"peptide";21;60
"peptide";22;61
"peptide";23;48
"peptide";24;41
"peptide";25;39
"peptide";26;33
"peptide";27;33
"peptide";28;23
"peptide";29;19
"peptide";30;15
"peptide";31;8
"peptide";32;11
"peptide";33;9
"peptide";34;7
"peptide";35;4
"peptide";36;5
"peptide";37;3
"peptide";38;3
"peptide";39;3
"peptide";40;6
"peptide";41;2
"peptide";42;2
"peptide";44;3
"peptide";46;2
"peptide";47;2
"peptide";48;1
"peptide";51;1
"peptide";52;1
"peptide";53;1
"peptide";55;1
"rna";2;390
"rna";3;333
"rna";4;297
"rna";5;220
"rna";6;193
"rna";7;219
"rna";8;218
"rna";9;214
"rna";10;179
"rna";11;204
"rna";12;165
"rna";13;171
"rna";14;159
"rna";15;163
"rna";16;165
"rna";17;169
"rna";18;133
"rna";19;148
"rna";20;142
"rna";21;132
"rna";22;130
"rna";23;134
"rna";24;132
"rna";25;156
"rna";26;125
"rna";27;123
"rna";28;112
"rna";29;115
"rna";30;116
"rna";31;87
"rna";32;124
"rna";33;122
"rna";34;100
"rna";35;95
"rna";36;107
"rna";37;75
"rna";38;84
"rna";39;99
"rna";40;82
"rna";41;65
"rna";42;61
"rna";43;49
"rna";44;62
"rna";45;54
"rna";46;51
"rna";47;39
"rna";48;39
"rna";49;36
"rna";50;35
"rna";51;37
"rna";52;39
"rna";53;32
"rna";54;36
"rna";55;36
"rna";56;34
"rna";57;36
"rna";58;32
"rna";59;31
"rna";60;29
"rna";61;32
"rna";62;29
"rna";63;20
"rna";64;29
"rna";65;34
"rna";66;32
"rna";67;23
"rna";68;19
"rna";69;20
"rna";70;22
"rna";71;25
"rna";72;18
"rna";73;22
"rna";74;21
"rna";75;15
"rna";76;21
"rna";77;20
"rna";78;10
"rna";79;12
"rna";80;10
"rna";81;7
"rna";82;12
"rna";83;4
"rna";84;10
"rna";85;10
"rna";86;8
"rna";87;7
"rna";88;9
"rna";89;7
"rna";90;8
"rna";91;4
"rna";92;7
"rna";93;3
"rna";94;5
"rna";95;9
"rna";96;4
"rna";97;4
"rna";98;3
"rna";99;4
"rna";100;3
"rna";101;5
"rna";102;3
"rna";103;5
"rna";104;1
"rna";105;6
"rna";106;3
"rna";107;6
"rna";108;3
"rna";109;1
"rna";110;2
"rna";111;5
"rna";112;3
"rna";113;6
"rna";114;4
"rna";115;6
"rna";116;4
"rna";117;5
"rna";118;2
"rna";119;5
"rna";120;2
"rna";121;2
"rna";122;7
"rna";123;1
"rna";124;4
"rna";125;4
"rna";126;3
"rna";127;4
"rna";128;2
"rna";129;4
"rna";130;3
"rna";131;2
"rna";132;4
"rna";133;3
"rna";135;2
"rna";136;2
"rna";137;3
"rna";138;3
"rna";139;2
"rna";140;2
"rna";141;2
"rna";142;2
"rna";145;3
"rna";146;5
"rna";147;2
"rna";149;1
"rna";151;2
"rna";152;4
"rna";153;1
"rna";154;2
"rna";155;2
"rna";156;1
"rna";157;1
"rna";158;3
"rna";159;3
"rna";160;2
"rna";161;1
"rna";165;2
"rna";167;2
"rna";168;1
"rna";169;3
"rna";170;1
"rna";174;1
"rna";178;4
"rna";181;1
"rna";182;1
"rna";187;1
"rna";191;1
